,DateTime,"Wind Speed, m/s","Gust Speed, m/s",Wind Direction
59480,2010-10-07 00:35:00,0.0,0.0,258.3
59481,2010-10-07 00:40:00,0.0,0.56,280.8
59482,2010-10-07 00:45:00,0.0,0.56,299.0
59483,2010-10-07 00:50:00,0.37,1.11,332.7
59484,2010-10-07 00:55:00,0.37,0.93,334.1
59485,2010-10-07 01:00:00,0.0,0.0,334.1
59486,2010-10-07 01:05:00,0.0,0.37,334.1
59487,2010-10-07 01:10:00,0.56,0.93,352.4
59488,2010-10-07 01:15:00,1.11,1.48,339.7
59489,2010-10-07 01:20:00,0.74,1.3,348.2
59490,2010-10-07 01:25:00,0.56,1.11,342.6
59491,2010-10-07 01:30:00,0.0,0.37,320.1
59492,2010-10-07 01:35:00,0.0,0.0,313.1
59493,2010-10-07 01:40:00,0.0,0.74,313.1
59494,2010-10-07 01:45:00,0.0,0.56,313.1
59495,2010-10-07 01:50:00,0.19,0.74,313.1
59496,2010-10-07 01:55:00,0.19,0.74,324.3
59497,2010-10-07 02:00:00,0.74,1.67,339.7
59498,2010-10-07 02:05:00,1.67,2.41,341.2
59499,2010-10-07 02:10:00,1.86,2.78,349.6
59500,2010-10-07 02:15:00,1.48,2.23,355.2
59501,2010-10-07 02:20:00,1.11,1.67,346.8
59502,2010-10-07 02:25:00,0.74,1.48,336.9
59503,2010-10-07 02:30:00,0.37,0.93,346.8
59504,2010-10-07 02:35:00,0.56,1.11,332.7
59505,2010-10-07 02:40:00,0.93,1.48,331.3
59506,2010-10-07 02:45:00,1.11,1.86,342.6
59507,2010-10-07 02:50:00,0.93,1.67,349.6
59508,2010-10-07 02:55:00,0.93,1.86,353.8
59509,2010-10-07 03:00:00,1.3,2.23,2.8
59510,2010-10-07 03:05:00,1.11,2.41,7.0
59511,2010-10-07 03:10:00,0.93,2.04,4.2
59512,2010-10-07 03:15:00,1.11,1.67,2.8
59513,2010-10-07 03:20:00,0.56,1.11,5.6
59514,2010-10-07 03:25:00,0.56,0.93,11.2
59515,2010-10-07 03:30:00,0.74,1.3,12.6
59516,2010-10-07 03:35:00,0.93,1.48,23.9
59517,2010-10-07 03:40:00,0.74,1.48,28.1
59518,2010-10-07 03:45:00,0.74,1.11,28.1
59519,2010-10-07 03:50:00,0.0,0.56,5.6
59520,2010-10-07 03:55:00,0.56,1.11,87.0
59521,2010-10-07 04:00:00,0.74,1.48,51.9
59522,2010-10-07 04:05:00,1.3,2.04,29.5
59523,2010-10-07 04:10:00,1.67,2.41,22.5
59524,2010-10-07 04:15:00,0.74,1.48,18.3
59525,2010-10-07 04:20:00,0.19,1.11,19.7
59526,2010-10-07 04:25:00,0.37,0.74,263.9
59527,2010-10-07 04:30:00,0.37,0.93,276.6
59528,2010-10-07 04:35:00,0.0,0.56,286.4
59529,2010-10-07 04:40:00,0.0,0.0,286.4
59530,2010-10-07 04:45:00,0.0,0.0,286.4
59531,2010-10-07 04:50:00,0.0,0.0,286.4
59532,2010-10-07 04:55:00,0.0,0.0,286.4
59533,2010-10-07 05:00:00,0.0,0.19,193.7
59534,2010-10-07 05:05:00,0.19,0.74,190.9
59535,2010-10-07 05:10:00,0.37,0.93,189.5
59536,2010-10-07 05:15:00,0.0,0.0,189.5
59537,2010-10-07 05:20:00,0.0,0.0,189.5
59538,2010-10-07 05:25:00,0.0,0.0,189.5
59539,2010-10-07 05:30:00,0.0,0.0,189.5
59540,2010-10-07 05:35:00,0.0,0.0,189.5
59541,2010-10-07 05:40:00,0.0,0.0,189.5
59542,2010-10-07 05:45:00,0.0,0.0,189.5
59543,2010-10-07 05:50:00,0.0,0.0,189.5
59544,2010-10-07 05:55:00,0.0,0.0,189.5
59545,2010-10-07 06:00:00,0.0,0.0,189.5
59546,2010-10-07 06:05:00,0.19,0.93,92.7
59547,2010-10-07 06:10:00,0.0,0.37,0.0
59548,2010-10-07 06:15:00,0.19,0.74,355.2
59549,2010-10-07 06:20:00,0.19,0.74,15.4
59550,2010-10-07 06:25:00,0.19,0.93,44.9
59551,2010-10-07 06:30:00,0.56,0.93,103.9
59552,2010-10-07 06:35:00,0.0,0.37,77.2
59553,2010-10-07 06:40:00,0.0,0.0,77.2
59554,2010-10-07 06:45:00,0.19,1.48,88.4
59555,2010-10-07 06:50:00,0.93,1.48,96.9
59556,2010-10-07 06:55:00,0.74,1.48,46.3
59557,2010-10-07 07:00:00,0.74,1.86,51.9
59558,2010-10-07 07:05:00,0.37,0.93,25.3
59559,2010-10-07 07:10:00,0.74,1.3,44.9
59560,2010-10-07 07:15:00,1.3,2.23,28.1
59561,2010-10-07 07:20:00,1.3,2.04,29.5
59562,2010-10-07 07:25:00,0.56,1.11,40.7
59563,2010-10-07 07:30:00,0.93,1.67,60.4
59564,2010-10-07 07:35:00,0.74,1.67,35.1
59565,2010-10-07 07:40:00,0.56,1.3,46.3
59566,2010-10-07 07:45:00,0.74,1.67,129.2
59567,2010-10-07 07:50:00,0.93,1.67,102.5
59568,2010-10-07 07:55:00,0.19,1.11,108.1
59569,2010-10-07 08:00:00,0.56,1.11,126.4
59570,2010-10-07 08:05:00,0.37,0.93,248.5
59571,2010-10-07 08:10:00,0.37,1.11,255.5
59572,2010-10-07 08:15:00,0.19,0.74,263.9
59573,2010-10-07 08:20:00,0.56,1.11,176.9
59574,2010-10-07 08:25:00,0.74,1.3,168.5
59575,2010-10-07 08:30:00,0.37,0.93,143.2
59576,2010-10-07 08:35:00,0.74,1.48,109.5
59577,2010-10-07 08:40:00,0.37,0.93,186.7
59578,2010-10-07 08:45:00,0.74,1.67,88.4
59579,2010-10-07 08:50:00,0.74,1.48,124.9
59580,2010-10-07 08:55:00,0.74,2.23,103.9
59581,2010-10-07 09:00:00,0.74,1.67,64.6
59582,2010-10-07 09:05:00,0.74,1.48,150.2
59583,2010-10-07 09:10:00,0.74,1.67,96.9
59584,2010-10-07 09:15:00,1.11,2.23,78.6
59585,2010-10-07 09:20:00,1.67,2.6,122.1
59586,2010-10-07 09:25:00,1.3,2.41,130.6
59587,2010-10-07 09:30:00,1.11,2.23,123.5
59588,2010-10-07 09:35:00,1.48,2.6,54.8
59589,2010-10-07 09:40:00,1.11,2.78,40.7
59590,2010-10-07 09:45:00,1.48,2.78,101.1
59591,2010-10-07 09:50:00,1.48,2.6,91.3
59592,2010-10-07 09:55:00,1.48,2.78,88.4
59593,2010-10-07 10:00:00,1.48,2.78,119.3
59594,2010-10-07 10:05:00,1.67,3.15,73.0
59595,2010-10-07 10:10:00,2.04,3.9,61.8
59596,2010-10-07 10:15:00,1.86,3.9,89.9
59597,2010-10-07 10:20:00,2.04,4.27,56.2
59598,2010-10-07 10:25:00,2.6,4.64,71.6
59599,2010-10-07 10:30:00,1.86,3.71,53.3
59600,2010-10-07 10:35:00,1.48,3.15,73.0
59601,2010-10-07 10:40:00,1.48,3.53,11.2
59602,2010-10-07 10:45:00,1.3,3.34,63.2
59603,2010-10-07 10:50:00,2.41,3.34,70.2
59604,2010-10-07 10:55:00,1.67,2.97,64.6
59605,2010-10-07 11:00:00,2.6,4.27,63.2
59606,2010-10-07 11:05:00,2.23,3.53,108.1
59607,2010-10-07 11:10:00,3.34,6.31,124.9
59608,2010-10-07 11:15:00,3.9,7.05,117.9
59609,2010-10-07 11:20:00,2.97,6.12,78.6
59610,2010-10-07 11:25:00,2.78,4.64,42.1
59611,2010-10-07 11:30:00,2.23,5.38,78.6
59612,2010-10-07 11:35:00,2.41,4.82,64.6
59613,2010-10-07 11:40:00,2.41,4.27,64.6
59614,2010-10-07 11:45:00,3.15,5.57,84.2
59615,2010-10-07 11:50:00,2.78,5.75,70.2
59616,2010-10-07 11:55:00,3.53,5.75,77.2
59617,2010-10-07 12:00:00,3.71,6.49,68.8
59618,2010-10-07 12:05:00,2.78,6.12,117.9
59619,2010-10-07 12:10:00,2.97,5.57,120.7
59620,2010-10-07 12:15:00,3.71,6.31,98.3
59621,2010-10-07 12:20:00,3.53,6.49,102.5
59622,2010-10-07 12:25:00,2.97,8.53,113.7
59623,2010-10-07 12:30:00,4.27,7.05,109.5
59624,2010-10-07 12:35:00,3.9,7.61,91.3
59625,2010-10-07 12:40:00,3.53,5.57,64.6
59626,2010-10-07 12:45:00,3.53,5.94,61.8
59627,2010-10-07 12:50:00,3.53,6.12,81.4
59628,2010-10-07 12:55:00,3.53,7.24,39.3
59629,2010-10-07 13:00:00,3.53,6.49,44.9
59630,2010-10-07 13:05:00,3.71,5.75,68.8
59631,2010-10-07 13:10:00,3.34,6.31,64.6
59632,2010-10-07 13:15:00,3.15,5.94,56.2
59633,2010-10-07 13:20:00,2.6,5.94,81.4
59634,2010-10-07 13:25:00,2.04,3.9,92.7
59635,2010-10-07 13:30:00,1.86,3.71,99.7
59636,2010-10-07 13:35:00,2.6,5.38,66.0
59637,2010-10-07 13:40:00,1.48,4.27,67.4
59638,2010-10-07 13:45:00,1.86,5.01,168.5
59639,2010-10-07 13:50:00,2.23,5.38,117.9
59640,2010-10-07 13:55:00,2.41,6.12,120.7
59641,2010-10-07 14:00:00,4.27,6.86,124.9
59642,2010-10-07 14:05:00,4.08,6.49,133.4
59643,2010-10-07 14:10:00,2.41,4.45,96.9
59644,2010-10-07 14:15:00,1.86,3.53,73.0
59645,2010-10-07 14:20:00,2.97,5.38,91.3
59646,2010-10-07 14:25:00,2.04,4.64,88.4
59647,2010-10-07 14:30:00,3.34,6.31,88.4
59648,2010-10-07 14:35:00,3.15,5.94,85.6
59649,2010-10-07 14:40:00,2.97,5.57,84.2
59650,2010-10-07 14:45:00,3.15,5.94,85.6
59651,2010-10-07 14:50:00,2.78,5.2,84.2
59652,2010-10-07 14:55:00,3.9,7.05,96.9
59653,2010-10-07 15:00:00,2.41,4.64,110.9
59654,2010-10-07 15:05:00,4.08,7.42,127.8
59655,2010-10-07 15:10:00,2.97,5.75,110.9
59656,2010-10-07 15:15:00,3.15,5.57,102.5
59657,2010-10-07 15:20:00,3.53,6.68,102.5
59658,2010-10-07 15:25:00,3.71,7.79,74.4
59659,2010-10-07 15:30:00,3.15,5.75,64.6
59660,2010-10-07 15:35:00,3.15,5.2,75.8
59661,2010-10-07 15:40:00,2.97,7.24,99.7
59662,2010-10-07 15:45:00,4.08,8.35,88.4
59663,2010-10-07 15:50:00,3.53,5.57,95.5
59664,2010-10-07 15:55:00,3.71,5.57,85.6
59665,2010-10-07 16:00:00,2.78,5.57,78.6
59666,2010-10-07 16:05:00,2.6,5.94,80.0
59667,2010-10-07 16:10:00,3.71,6.49,78.6
59668,2010-10-07 16:15:00,3.15,6.12,87.0
59669,2010-10-07 16:20:00,2.41,4.27,103.9
59670,2010-10-07 16:25:00,2.6,4.45,105.3
59671,2010-10-07 16:30:00,2.78,5.01,96.9
59672,2010-10-07 16:35:00,2.78,4.64,113.7
59673,2010-10-07 16:40:00,2.23,4.08,113.7
59674,2010-10-07 16:45:00,2.41,3.9,110.9
59675,2010-10-07 16:50:00,2.23,3.9,102.5
59676,2010-10-07 16:55:00,2.04,3.9,110.9
59677,2010-10-07 17:00:00,1.86,2.97,110.9
59678,2010-10-07 17:05:00,2.04,3.53,113.7
59679,2010-10-07 17:10:00,1.86,2.78,103.9
59680,2010-10-07 17:15:00,1.67,2.41,102.5
59681,2010-10-07 17:20:00,0.93,1.67,94.1
59682,2010-10-07 17:25:00,1.67,2.78,51.9
59683,2010-10-07 17:30:00,2.78,4.45,35.1
59684,2010-10-07 17:35:00,2.04,4.45,49.1
59685,2010-10-07 17:40:00,2.41,3.9,35.1
59686,2010-10-07 17:45:00,2.41,4.08,40.7
59687,2010-10-07 17:50:00,1.86,3.53,39.3
59688,2010-10-07 17:55:00,2.23,3.71,37.9
59689,2010-10-07 18:00:00,1.86,3.34,40.7
59690,2010-10-07 18:05:00,1.48,2.6,35.1
59691,2010-10-07 18:10:00,2.41,4.08,28.1
59692,2010-10-07 18:15:00,1.86,2.41,28.1
59693,2010-10-07 18:20:00,1.86,3.53,29.5
59694,2010-10-07 18:25:00,1.48,2.6,22.5
59695,2010-10-07 18:30:00,1.48,2.23,29.5
59696,2010-10-07 18:35:00,1.86,2.97,32.3
59697,2010-10-07 18:40:00,1.48,2.78,35.1
59698,2010-10-07 18:45:00,1.67,3.15,32.3
59699,2010-10-07 18:50:00,1.67,3.15,29.5
59700,2010-10-07 18:55:00,1.86,2.78,35.1
59701,2010-10-07 19:00:00,1.67,2.97,33.7
59702,2010-10-07 19:05:00,1.48,2.78,40.7
59703,2010-10-07 19:10:00,1.48,2.41,36.5
59704,2010-10-07 19:15:00,1.48,2.04,28.1
59705,2010-10-07 19:20:00,1.11,1.48,21.1
59706,2010-10-07 19:25:00,0.56,1.3,43.5
59707,2010-10-07 19:30:00,0.56,0.93,66.0
59708,2010-10-07 19:35:00,0.56,1.11,59.0
59709,2010-10-07 19:40:00,0.74,1.67,39.3
59710,2010-10-07 19:45:00,1.3,2.04,28.1
59711,2010-10-07 19:50:00,1.48,2.41,26.7
59712,2010-10-07 19:55:00,1.67,2.41,35.1
59713,2010-10-07 20:00:00,1.48,2.23,37.9
59714,2010-10-07 20:05:00,1.67,2.6,16.8
59715,2010-10-07 20:10:00,0.93,1.67,14.0
59716,2010-10-07 20:15:00,1.11,2.23,16.8
59717,2010-10-07 20:20:00,1.48,2.23,14.0
59718,2010-10-07 20:25:00,1.86,3.34,32.3
59719,2010-10-07 20:30:00,1.67,2.97,33.7
59720,2010-10-07 20:35:00,1.86,2.78,28.1
59721,2010-10-07 20:40:00,1.86,2.97,21.1
59722,2010-10-07 20:45:00,1.48,2.6,22.5
59723,2010-10-07 20:50:00,1.48,3.71,19.7
59724,2010-10-07 20:55:00,0.93,2.04,30.9
59725,2010-10-07 21:00:00,1.3,2.41,15.4
59726,2010-10-07 21:05:00,0.93,1.67,9.8
59727,2010-10-07 21:10:00,0.37,1.11,43.5
59728,2010-10-07 21:15:00,1.3,2.04,9.8
59729,2010-10-07 21:20:00,1.11,2.41,33.7
59730,2010-10-07 21:25:00,0.37,1.11,50.5
59731,2010-10-07 21:30:00,0.56,0.93,53.3
59732,2010-10-07 21:35:00,0.93,1.86,29.5
59733,2010-10-07 21:40:00,1.48,2.41,25.3
59734,2010-10-07 21:45:00,1.67,2.41,36.5
59735,2010-10-07 21:50:00,1.3,2.04,60.4
59736,2010-10-07 21:55:00,1.11,1.86,54.8
59737,2010-10-07 22:00:00,1.3,2.41,80.0
59738,2010-10-07 22:05:00,1.67,2.41,81.4
59739,2010-10-07 22:10:00,2.04,2.97,92.7
59740,2010-10-07 22:15:00,2.04,2.97,95.5
59741,2010-10-07 22:20:00,1.67,2.78,77.2
59742,2010-10-07 22:25:00,1.48,2.78,66.0
59743,2010-10-07 22:30:00,1.11,2.23,60.4
59744,2010-10-07 22:35:00,0.56,1.11,50.5
59745,2010-10-07 22:40:00,0.37,1.11,61.8
59746,2010-10-07 22:45:00,0.37,1.11,89.9
59747,2010-10-07 22:50:00,0.0,0.56,116.5
59748,2010-10-07 22:55:00,0.56,1.48,137.6
59749,2010-10-07 23:00:00,1.3,1.86,150.2
59750,2010-10-07 23:05:00,0.93,1.3,174.1
59751,2010-10-07 23:10:00,0.0,0.19,193.7
59752,2010-10-07 23:15:00,0.0,0.0,193.7
59753,2010-10-07 23:20:00,0.0,0.0,193.7
59754,2010-10-07 23:25:00,0.0,0.74,193.7
59755,2010-10-07 23:30:00,0.74,1.48,203.6
59756,2010-10-07 23:35:00,0.74,1.48,181.1
59757,2010-10-07 23:40:00,1.48,2.6,169.9
59758,2010-10-07 23:45:00,1.48,2.04,154.4
59759,2010-10-07 23:50:00,0.93,1.3,157.2
59760,2010-10-07 23:55:00,0.19,0.93,164.3
59761,2010-10-08 00:00:00,0.37,1.11,147.4
59762,2010-10-08 00:05:00,0.19,0.74,105.3
59763,2010-10-08 00:10:00,0.19,0.93,96.9
59764,2010-10-08 00:15:00,1.11,2.04,127.8
59765,2010-10-08 00:20:00,0.56,1.3,116.5
59766,2010-10-08 00:25:00,0.19,0.74,71.6
59767,2010-10-08 00:30:00,0.37,1.11,67.4
59768,2010-10-08 00:35:00,0.0,0.0,63.2
59769,2010-10-08 00:40:00,0.0,0.0,327.1
59770,2010-10-08 00:45:00,0.19,0.56,327.1
59771,2010-10-08 00:50:00,0.19,0.56,327.1
59772,2010-10-08 00:55:00,0.19,0.93,334.1
59773,2010-10-08 01:00:00,1.11,1.67,353.8
59774,2010-10-08 01:05:00,0.19,1.3,12.6
59775,2010-10-08 01:10:00,0.37,1.11,16.8
59776,2010-10-08 01:15:00,0.56,1.11,355.2
59777,2010-10-08 01:20:00,0.74,1.11,294.8
59778,2010-10-08 01:25:00,0.74,1.11,265.3
59779,2010-10-08 01:30:00,0.19,0.74,283.6
59780,2010-10-08 01:35:00,0.56,0.93,279.4
59781,2010-10-08 01:40:00,0.74,1.86,268.1
59782,2010-10-08 01:45:00,0.19,0.74,256.9
59783,2010-10-08 01:50:00,0.37,1.11,271.0
59784,2010-10-08 01:55:00,0.74,1.3,290.6
59785,2010-10-08 02:00:00,0.74,1.11,282.2
59786,2010-10-08 02:05:00,0.37,1.11,276.6
59787,2010-10-08 02:10:00,0.56,1.11,301.8
59788,2010-10-08 02:15:00,0.0,0.56,322.9
59789,2010-10-08 02:20:00,0.74,1.67,331.3
59790,2010-10-08 02:25:00,1.11,1.86,318.7
59791,2010-10-08 02:30:00,0.93,1.48,318.7
59792,2010-10-08 02:35:00,0.56,1.3,332.7
59793,2010-10-08 02:40:00,0.56,0.93,2.8
59794,2010-10-08 02:45:00,0.74,1.3,348.2
59795,2010-10-08 02:50:00,0.37,1.11,336.9
59796,2010-10-08 02:55:00,0.0,0.0,338.3
59797,2010-10-08 03:00:00,0.19,0.74,338.3
59798,2010-10-08 03:05:00,0.0,0.19,338.3
59799,2010-10-08 03:10:00,0.37,1.3,341.2
59800,2010-10-08 03:15:00,1.67,2.41,351.0
59801,2010-10-08 03:20:00,1.86,2.78,335.5
59802,2010-10-08 03:25:00,1.11,2.41,345.4
59803,2010-10-08 03:30:00,1.11,1.86,355.2
59804,2010-10-08 03:35:00,0.56,1.3,9.8
59805,2010-10-08 03:40:00,0.0,0.0,16.8
59806,2010-10-08 03:45:00,0.0,0.0,16.8
59807,2010-10-08 03:50:00,0.0,0.0,16.8
59808,2010-10-08 03:55:00,0.0,0.37,327.1
59809,2010-10-08 04:00:00,0.37,1.11,290.6
59810,2010-10-08 04:05:00,1.48,2.04,150.2
59811,2010-10-08 04:10:00,1.48,1.86,157.2
59812,2010-10-08 04:15:00,0.74,1.3,143.2
59813,2010-10-08 04:20:00,0.74,1.11,123.5
59814,2010-10-08 04:25:00,0.74,1.11,103.9
59815,2010-10-08 04:30:00,0.56,1.67,77.2
59816,2010-10-08 04:35:00,0.56,0.93,42.1
59817,2010-10-08 04:40:00,0.37,1.3,23.9
59818,2010-10-08 04:45:00,1.48,2.04,355.2
59819,2010-10-08 04:50:00,1.3,1.86,355.2
59820,2010-10-08 04:55:00,0.19,0.74,344.0
59821,2010-10-08 05:00:00,0.0,0.37,349.6
59822,2010-10-08 05:05:00,0.56,0.93,84.2
59823,2010-10-08 05:10:00,0.56,1.11,109.5
59824,2010-10-08 05:15:00,0.37,0.93,119.3
59825,2010-10-08 05:20:00,0.37,0.74,313.1
59826,2010-10-08 05:25:00,0.0,0.0,311.7
59827,2010-10-08 05:30:00,0.0,0.0,311.7
59828,2010-10-08 05:35:00,0.0,0.0,311.7
59829,2010-10-08 05:40:00,0.19,0.56,12.6
59830,2010-10-08 05:45:00,0.19,0.56,30.9
59831,2010-10-08 05:50:00,0.0,0.56,30.9
59832,2010-10-08 05:55:00,0.0,0.0,30.9
59833,2010-10-08 06:00:00,0.0,0.0,30.9
59834,2010-10-08 06:05:00,0.0,0.0,30.9
59835,2010-10-08 06:10:00,0.0,0.0,30.9
59836,2010-10-08 06:15:00,0.37,0.93,30.9
59837,2010-10-08 06:20:00,0.0,0.0,30.9
59838,2010-10-08 06:25:00,0.0,0.0,30.9
59839,2010-10-08 06:30:00,0.19,0.74,30.9
59840,2010-10-08 06:35:00,0.56,1.48,19.7
59841,2010-10-08 06:40:00,0.93,1.86,4.2
59842,2010-10-08 06:45:00,0.56,1.3,12.6
59843,2010-10-08 06:50:00,0.19,0.93,22.5
59844,2010-10-08 06:55:00,0.19,0.74,22.5
59845,2010-10-08 07:00:00,0.0,0.0,22.5
59846,2010-10-08 07:05:00,0.0,0.0,22.5
59847,2010-10-08 07:10:00,0.0,0.0,22.5
59848,2010-10-08 07:15:00,0.0,0.56,22.5
59849,2010-10-08 07:20:00,0.37,0.93,286.4
59850,2010-10-08 07:25:00,0.19,0.74,283.6
59851,2010-10-08 07:30:00,0.0,0.56,285.0
59852,2010-10-08 07:35:00,0.0,1.11,310.3
59853,2010-10-08 07:40:00,1.86,3.15,336.9
59854,2010-10-08 07:45:00,2.23,3.15,349.6
59855,2010-10-08 07:50:00,1.3,2.23,349.6
59856,2010-10-08 07:55:00,1.86,3.15,339.7
59857,2010-10-08 08:00:00,1.11,2.04,7.0
59858,2010-10-08 08:05:00,0.74,1.67,29.5
59859,2010-10-08 08:10:00,0.93,1.48,23.9
59860,2010-10-08 08:15:00,0.74,1.67,21.1
59861,2010-10-08 08:20:00,0.56,1.3,19.7
59862,2010-10-08 08:25:00,0.56,1.48,67.4
59863,2010-10-08 08:30:00,0.93,1.86,33.7
59864,2010-10-08 08:35:00,0.74,1.86,28.1
59865,2010-10-08 08:40:00,1.11,2.41,19.7
59866,2010-10-08 08:45:00,1.11,2.41,29.5
59867,2010-10-08 08:50:00,0.37,1.3,165.7
59868,2010-10-08 08:55:00,0.37,1.48,150.2
59869,2010-10-08 09:00:00,1.3,2.23,120.7
59870,2010-10-08 09:05:00,1.67,2.97,112.3
59871,2010-10-08 09:10:00,1.11,2.04,117.9
59872,2010-10-08 09:15:00,1.11,2.41,161.5
59873,2010-10-08 09:20:00,1.48,2.97,98.3
59874,2010-10-08 09:25:00,1.3,2.23,46.3
59875,2010-10-08 09:30:00,1.11,2.78,21.1
59876,2010-10-08 09:35:00,0.56,1.3,143.2
59877,2010-10-08 09:40:00,1.86,3.34,103.9
59878,2010-10-08 09:45:00,1.48,2.78,54.8
59879,2010-10-08 09:50:00,1.86,3.53,43.5
59880,2010-10-08 09:55:00,1.11,2.41,73.0
59881,2010-10-08 10:00:00,1.67,2.97,98.3
59882,2010-10-08 10:05:00,0.74,1.67,106.7
59883,2010-10-08 10:10:00,1.3,2.78,50.5
59884,2010-10-08 10:15:00,2.41,4.27,35.1
59885,2010-10-08 10:20:00,0.93,2.6,75.8
59886,2010-10-08 10:25:00,0.56,1.3,224.6
59887,2010-10-08 10:30:00,1.67,3.15,127.8
59888,2010-10-08 10:35:00,0.93,2.04,198.0
59889,2010-10-08 10:40:00,1.3,3.34,167.1
59890,2010-10-08 10:45:00,1.3,3.34,174.1
59891,2010-10-08 10:50:00,2.23,5.01,124.9
59892,2010-10-08 10:55:00,2.97,4.08,95.5
59893,2010-10-08 11:00:00,2.04,3.53,82.8
59894,2010-10-08 11:05:00,1.48,3.71,59.0
59895,2010-10-08 11:10:00,0.93,1.67,141.8
59896,2010-10-08 11:15:00,1.67,3.71,147.4
59897,2010-10-08 11:20:00,2.23,5.01,124.9
59898,2010-10-08 11:25:00,0.93,2.6,61.8
59899,2010-10-08 11:30:00,1.11,2.78,124.9
59900,2010-10-08 11:35:00,1.67,3.15,124.9
59901,2010-10-08 11:40:00,2.41,4.45,115.1
59902,2010-10-08 11:45:00,2.23,3.71,113.7
59903,2010-10-08 11:50:00,1.67,3.71,134.8
59904,2010-10-08 11:55:00,2.6,3.71,129.2
59905,2010-10-08 12:00:00,1.86,2.97,119.3
59906,2010-10-08 12:05:00,2.04,3.53,115.1
59907,2010-10-08 12:10:00,1.67,3.9,165.7
59908,2010-10-08 12:15:00,2.41,4.64,130.6
59909,2010-10-08 12:20:00,2.23,4.27,124.9
59910,2010-10-08 12:25:00,2.6,4.45,122.1
59911,2010-10-08 12:30:00,2.04,3.34,116.5
59912,2010-10-08 12:35:00,2.04,3.71,136.2
59913,2010-10-08 12:40:00,3.15,4.64,154.4
59914,2010-10-08 12:45:00,2.04,4.08,112.3
59915,2010-10-08 12:50:00,2.78,5.01,141.8
59916,2010-10-08 12:55:00,2.6,4.08,174.1
59917,2010-10-08 13:00:00,1.86,3.9,188.1
59918,2010-10-08 13:05:00,2.04,3.53,141.8
59919,2010-10-08 13:10:00,1.48,3.71,175.5
59920,2010-10-08 13:15:00,1.86,3.9,172.7
59921,2010-10-08 13:20:00,2.6,4.45,168.5
59922,2010-10-08 13:25:00,2.23,3.9,189.5
59923,2010-10-08 13:30:00,2.23,3.9,169.9
59924,2010-10-08 13:35:00,1.67,3.15,189.5
59925,2010-10-08 13:40:00,1.11,2.23,230.2
59926,2010-10-08 13:45:00,1.3,2.78,221.8
59927,2010-10-08 13:50:00,0.93,2.41,228.8
59928,2010-10-08 13:55:00,0.37,1.3,234.5
59929,2010-10-08 14:00:00,1.48,3.34,181.1
59930,2010-10-08 14:05:00,1.3,2.78,162.9
59931,2010-10-08 14:10:00,0.56,2.04,192.3
59932,2010-10-08 14:15:00,0.37,0.93,193.7
59933,2010-10-08 14:20:00,1.86,4.27,214.8
59934,2010-10-08 14:25:00,2.23,4.64,172.7
59935,2010-10-08 14:30:00,0.56,2.6,182.5
59936,2010-10-08 14:35:00,0.74,1.67,188.1
59937,2010-10-08 14:40:00,1.48,2.78,168.5
59938,2010-10-08 14:45:00,1.86,3.9,141.8
59939,2010-10-08 14:50:00,1.86,3.71,139.0
59940,2010-10-08 14:55:00,1.3,4.64,119.3
59941,2010-10-08 15:00:00,3.15,6.12,68.8
59942,2010-10-08 15:05:00,3.15,8.72,46.3
59943,2010-10-08 15:10:00,2.97,5.2,32.3
59944,2010-10-08 15:15:00,2.97,5.75,85.6
59945,2010-10-08 15:20:00,1.67,2.97,314.5
59946,2010-10-08 15:25:00,3.71,6.12,355.2
59947,2010-10-08 15:30:00,3.9,6.31,344.0
59948,2010-10-08 15:35:00,2.97,5.57,322.9
59949,2010-10-08 15:40:00,2.23,5.01,321.5
59950,2010-10-08 15:45:00,1.86,4.08,334.1
59951,2010-10-08 15:50:00,1.67,3.15,19.7
59952,2010-10-08 15:55:00,0.74,1.67,123.5
59953,2010-10-08 16:00:00,0.0,0.74,223.2
59954,2010-10-08 16:05:00,1.86,3.9,287.8
59955,2010-10-08 16:10:00,1.86,4.08,282.2
59956,2010-10-08 16:15:00,2.04,3.53,294.8
59957,2010-10-08 16:20:00,1.11,2.78,301.8
59958,2010-10-08 16:25:00,0.93,2.23,294.8
59959,2010-10-08 16:30:00,1.67,3.15,292.0
59960,2010-10-08 16:35:00,1.67,3.34,297.6
59961,2010-10-08 16:40:00,0.56,2.41,311.7
59962,2010-10-08 16:45:00,0.0,0.0,294.8
59963,2010-10-08 16:50:00,0.0,0.0,271.0
59964,2010-10-08 16:55:00,0.0,0.0,331.3
59965,2010-10-08 17:00:00,0.0,0.0,70.2
59966,2010-10-08 17:05:00,0.0,0.0,120.7
59967,2010-10-08 17:10:00,0.0,0.0,35.1
59968,2010-10-08 17:15:00,0.0,0.0,33.7
59969,2010-10-08 17:20:00,0.0,0.0,26.7
59970,2010-10-08 17:25:00,0.0,0.0,43.5
59971,2010-10-08 17:30:00,0.0,0.0,47.7
59972,2010-10-08 17:35:00,0.0,0.0,46.3
59973,2010-10-08 17:40:00,0.0,0.0,35.1
59974,2010-10-08 17:45:00,0.0,0.0,39.3
59975,2010-10-08 17:50:00,0.0,0.0,23.9
59976,2010-10-08 17:55:00,0.0,0.0,46.3
59977,2010-10-08 18:00:00,0.0,0.0,35.1
